Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Global Memory Store Efficiency(%),HP Instructions(Half),Unified Cache Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Single Precision),Floating Point Operations(Half Precision),Shared Memory Load Throughput(bytes/sec),Shared Memory Store Throughput(bytes/sec),Global Memory Load Efficiency(%),Global Hit Rate in unified l1/tex(%),L2 Transactions (Texture Reads),Local Hit Rate(%),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),L2 Transactions (Texture Writes),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Unified Cache Hit Rate(%),Device Memory Write Transactions,Device Memory Read Transactions,Shared Memory Efficiency(%),FP Instructions(Single),FP Instructions(Double),Integer Instructions,Shared Store Transactions,Shared Load Transactions
"void kernelPointwiseApply3<TensorEQOp<long, unsigned char>, unsigned char, long, long, unsigned int, int=1, int=1, int=1>(OffsetInfo<unsigned char, long, long>, OffsetInfo<TensorEQOp<long, unsigned char>, long, unsigned int>, OffsetInfo<unsigned char, long, int=1>, long, long)",10,2384,10,0,0,97.656,0,252,0,0,0,0,0,100,0,250,0,3354000000,209000000,16,3354000000,214000000,15.016,177,314,0,0,0,13548,0,0
"void kernelPointwiseApply2<TensorRemainderOp<long>, long, long, unsigned int, int=1, int=1>(OffsetInfo<TensorRemainderOp<long>, long, unsigned int>, OffsetInfo<long, long, int=1>, long, long)",10,2492,23,0,0,100,0,16,0,0,0,0,0,100,0,15,0,192000000,192000000,15,192000000,192000000,0,16,82,0,60,0,4928,0,0
"void scal_kernel<float, float, int=1, bool=1, int=6, int=5, int=5, int=3>(cublasTransposeParams<float>, float const *, float*, float const *)",10,2511,18,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,152000000,36,0,458000000,10,22,72,0,0,0,19968,0,0
"void kernelPointwiseApply2<Tensor_sqrt_Float_Op, float, float, unsigned int, int=1, int=1>(OffsetInfo<float, unsigned int, int=1>, OffsetInfo<float, unsigned int, int=1>, unsigned int, Tensor_sqrt_Float_Op)",40,2552,10,0,0,84.375,0,252,0,14117,0,0,0,84.375,37.5,252,0,3159000000,3159000000,252,3161000000,3161000000,37.5,35,330,0,12100,0,46029,0,0
"void kernelPointwiseApply3<TensorAddCDivOp<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<TensorAddCDivOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",40,2709,14,0,0,84.375,0,756,0,34284,0,0,0,84.375,37.5,756,0,8932000000,2977000000,252,8938000000,2979000000,37.5,366,829,0,22184,0,54096,0,0
"void kernelPointwiseApply1<TensorFillOp<float>, float, unsigned int, int=1>(OffsetInfo<TensorFillOp<float>, float, unsigned int>, float, float)",50,2716,8,0,0,82.499,0,0,0,0,0,0,0,0,0,0,0,0,220616000000,18731,0,220618000000,40,11513,51,0,0,0,2099377,0,0
"void kernelPointwiseApply2<TensorPutAccumulateOp<float, int, int=-2>, float, long, unsigned int, int=1, int=1>(OffsetInfo<int, TensorPutAccumulateOp<float, int, int=-2>, float>, OffsetInfo<int=-2, TensorPutAccumulateOp<float, int, int=-2>, long>, TensorPutAccumulateOp<float, int, int=-2>, float)",10,2833,32,0,0,97.826,0,184,0,180,0,0,0,93.979,38.978,191,0,2026000000,253000000,23,2156000000,259000000,40.223,47,168,0,180,0,9600,0,0
"void kernelTransformReduceInnermostDimIndex<float, long, MaxValuePair<float, long>>(float*, long*, float*, unsigned int, unsigned int, thrust::pair<float, long>, float)",10,3127,18,6528,0,37.5,0,500,0,0,0,245594000000,164711000000,50,40,375,0,1918000000,1918000000,500,3836000000,5116000000,46.154,229,287,29.172,18000,0,216032,4024,6000
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIlEEvRNS_14TensorIteratorEN3c106ScalarEEUlllE_EEvS5_RKT_EUliE0_EEviT1_",10,3854,20,0,0,100,0,92,0,0,0,0,0,82,59.016,25,0,169000000,373000000,45,207000000,373000000,33.962,671,166,0,0,0,12340,0,0
"void cunn_ClassNLLCriterion_updateGradInput_kernel<float>(float*, float*, long*, float*, float*, int, int, int, int, long)",10,3943,32,0,0,25,0,20,0,340,0,0,0,43.75,33.333,18,0,63000000,60000000,30,145000000,242000000,15.789,38,128,0,280,0,1280,0,0
"void kernelReduceAll<long, unsigned int, long, thrust::identity<long>, ReduceMin<long>, int=1>(TensorInfo<long, unsigned int>, unsigned int, long, long, thrust::identity<long>, long*)",10,4545,17,0,8192,25,0,16,0,0,0,2618000000,1858000000,100,0,15,0,105000000,1000000,1,105000000,6000000,0,24,152,81.722,1024,0,28405,66,93
"void kernelReduceAll<long, unsigned int, long, thrust::identity<long>, ReduceMax<long>, int=1>(TensorInfo<long, unsigned int>, unsigned int, long, long, thrust::identity<long>, long*)",10,4585,17,0,8192,25,0,16,0,0,0,2595000000,1841000000,100,0,15,0,104000000,1000000,1,104000000,6000000,0,50,145,81.722,1024,0,28405,66,93
"void at::native::_GLOBAL__N__53_tmpxft_00001abf_00000000_9_SoftMax_compute_70_cpp1_ii_a3310042::cunn_SoftMaxBackward<int=2, float, float, float, at::native::_GLOBAL__N__53_tmpxft_00001abf_00000000_9_SoftMax_compute_70_cpp1_ii_a3310042::LogSoftMaxBackwardEpilogue>(float*, float*, float, int)",10,4866,23,0,128,30,0,180,0,3960,0,28403000000,4733000000,30,0,225,0,443000000,147000000,75,1478000000,492000000,0,159,229,14.732,8520,0,121320,180,1080
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_index_kernelIZNS0_17index_kernel_implINS0_10OpaqueTypeILi8EEEEEvRNS_14TensorIteratorEN3c108ArrayRefIlEESA_EUlPcSB_lE_EEvS7_SA_SA_RKT_EUliE_EEviT1_",20,5312,38,0,0,50,0,142,0,0,0,0,0,66.667,0,210,0,842000000,421000000,140,1264000000,842000000,0,461,328,0,0,0,17942,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__copy_if::CopyIfAgent<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<unsigned char>, thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default>>, NonZeroOp<unsigned char>, int, int*>, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<unsigned char>, thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_def",50,5358,72,0,4112,50.626,0,3333,0,0,0,93484000000,55200000000,28.305,60.637,1560,0,5748000000,467000000,137,20338000000,817000000,58.97,532,1021,63.517,0,0,442438,2310,3913
"void cunn_ClassNLLCriterion_updateOutput_kernel<float, float>(float*, float*, float*, long*, float*, int, int, int, int, long)",10,5453,32,256,0,12.5,0,17,0,259,0,844000000,140000000,37.812,13.043,40,0,88000000,3000000,5,234000000,28000000,11.765,34,197,27.381,195,0,1337,6,36
"_ZN2at6native13reduce_kernelILi512ENS0_8ReduceOpIlZNS0_15sum_kernel_implIllEEvRNS_14TensorIteratorEEUlllE_EEEEvT0_",10,5846,32,0,0,25,0,148,0,0,0,0,0,100,0,141,50,683000000,1000000,17,683000000,5000000,16.842,93,316,0,0,0,35142,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_index_kernelIZNS0_17index_kernel_implINS0_10OpaqueTypeILi4EEEEEvRNS_14TensorIteratorEN3c108ArrayRefIlEESA_EUlPcSB_lE_EEvS7_SA_SA_RKT_EUliE_EEviT1_",20,6314,40,0,0,98.78,0,316,0,0,0,0,0,86.891,46.315,216,0,908000000,531000000,105,1094000000,534000000,47.397,176,412,0,0,0,69986,0,0
"void at::native::_GLOBAL__N__53_tmpxft_00001abf_00000000_9_SoftMax_compute_70_cpp1_ii_a3310042::cunn_SoftMaxForward<int=2, float, float, float, at::native::_GLOBAL__N__53_tmpxft_00001abf_00000000_9_SoftMax_compute_70_cpp1_ii_a3310042::LogSoftMaxForwardEpilogue>(float*, float*, int)",10,6706,25,0,128,30,0,180,0,51960,0,41225000000,6870000000,30,0,225,0,321000000,107000000,75,1073000000,357000000,0,169,268,14.732,39660,0,93660,360,2160
"_ZN2at4cuda77_GLOBAL__N__53_tmpxft_000017d7_00000000_9_Dropout_compute_70_cpp1_ii_275f3a0521kernelPointwiseApply3IZNS_6native77_GLOBAL__N__53_tmpxft_000017d7_00000000_9_Dropout_compute_70_cpp1_ii_275f3a0519masked_scale_kernelIffEEvRNS_6TensorES6_S6_T0_EUlRfRKfhE_ffhjLi1ELi1ELi1ELi1EEEvNS0_6detail10TensorInfoIS8_T3_EENSE_IT1_SF_EENSE_IT2_SF_EESF_T_",10,8165,11,0,0,100,0,78868,0,630944,0,0,0,99.999,58.333,49293,0,193170000000,154536000000,39434,193172000000,154536000000,55,29033,49353,0,630944,0,8834944,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default>>, thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default>>, thrust::cuda_cub::__transform::no_stencil_tag, idx_functor, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thru",50,8496,32,0,0,99.983,0,4932,0,0,0,0,0,99.985,0,4930,0,18564000000,18564000000,4930,18567000000,18567000000,0,2960,5246,0,39434,0,6430045,0,0
"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_21threshold_kernel_implIfEEvRNS_14TensorIteratorET_S6_EUlffE_EEvS5_RKS6_EUliE_EEviT1_",30,8598,8,0,0,100,0,78868,0,0,0,0,0,73.538,49.092,78868,0,215843000000,146757000000,39434,293515000000,146757000000,49.404,34458,52638,0,315472,0,6310304,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE0_EEviT1_",40,10674,15,0,0,99.999,0,46828,0,374623,0,0,0,93.748,60.415,34197,0,100787000000,70192000000,23414,102520000000,70192000000,56.666,19874,23623,0,187311,0,9178728,0,0
"_ZN2at6native13reduce_kernelILi512ENS0_8ReduceOpIfZNS0_15sum_kernel_implIffEEvRNS_14TensorIteratorEEUlffE_EEEEvT0_",20,11042,27,0,2048,68.75,0,29965,0,227727,0,28202000000,29291000000,65.438,25.617,32352,0,68755000000,271000000,118,93753000000,342000000,25.791,10944,23875,98.477,268175,0,5793653,2527,2433
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS5_RKT_EUliE0_EEviT1_",180,12867,15,0,0,99.999,0,117010,0,468039,0,0,0,87.638,56.666,75440,0,161285000000,145492000000,58505,187608000000,145492000000,54.062,53761,64871,0,468039,0,22934322,0,0
"void at::native::_GLOBAL__N__53_tmpxft_000017d7_00000000_9_Dropout_compute_70_cpp1_ii_275f3a05::fused_dropout_kernel<float, float, unsigned int, int=1>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, at::cuda::detail<unsigned char, float>, float, float, std::pair<unsigned long, unsigned long>)",10,13813,32,0,0,99.999,0,39434,0,1605712,0,0,0,100,50,39434,0,91350000000,114188000000,49293,91350000000,114189000000,55,40823,39695,0,1429664,0,42989120,0,0
"sgemm_32x32x32_NT",10,21140,153,16912,0,100,0,44385,0,51413376,0,1912703000000,1255211000000,18.75,84.808,8990,0,16795000000,59689000000,39434,89577000000,59689000000,64.927,33581,7694,130.189,30563712,0,11767424,207312,315904
"sgemm_32x32x32_NN",20,22026,153,16912,0,30,0,54244,0,51413376,0,1835804000000,1204746000000,24.305,77.577,39795,0,62668000000,10741000000,24646,257845000000,35805000000,68.118,19932,39734,130.189,30563712,0,11530496,207312,315904
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::BlockSortAgent<thrust::device_ptr<long>, thrust::device_ptr<float>, long, ThrustLTOp<long>, thrust::detail::integral_constant<bool, bool=1>, thrust::detail::integral_constant<bool, bool=0>>, bool, thrust::device_ptr<long>, thrust::device_ptr<float>, long, long*, float*, ThrustLTOp<long>>(thrust::device_ptr<long>, float, thrust::device_ptr<float>, long, long, ThrustLTOp<long>, bool)",10,24334,82,0,16912,99.265,0,165,0,0,0,32117000000,29644000000,83.929,45.455,84,0,92000000,88000000,68,109000000,88000000,37.705,50,966,34.416,0,0,298101,5636,6106
"void THCudaTensor_gatherKernel<unsigned int, float, int=2>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, unsigned int)",20,27598,32,0,0,100,0,386061,0,0,0,0,0,66.825,45.503,214919,0,181563000000,149207000000,128687,249190000000,149207000000,46.055,122412,61117,0,2058992,0,107393229,0,0
"void THCudaTensor_scatterAddKernel<unsigned int, float, int=2>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, unsigned int)",40,32638,32,0,0,0,0,386061,0,0,0,0,0,91.591,54.167,172711,0,153559000000,0,0,169330000000,0,75.763,48739,188730,0,2058992,0,107393229,0,0
"void indexSelectLargeIndex<float, unsigned int, int=2, int=2, int=-2, bool=1>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, int, unsigned int, unsigned int, long)",40,36349,32,0,0,100,0,257374,0,0,0,0,0,66.143,62.372,131056,0,84860000000,113287000000,128687,115372000000,113287000000,57.5,122679,67578,0,3088488,0,111586622,0,0
"void indexAddLargeIndex<float, unsigned int, int=2, int=2, int=-2, bool=1>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, int, unsigned int, unsigned int, long)",20,42644,32,0,0,0,0,257374,0,0,0,0,0,79.432,54.167,172711,0,107046000000,0,0,129599000000,0,74.171,53384,194584,0,3088488,0,111586622,0,0
"void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*)",10,54501,39,4228,0,21.121,0,159952,0,40464384,0,1112354000000,92711000000,23.055,72.412,56400,0,27651000000,71000000,580,119936000000,340000000,72.241,22342,47052,130.755,20252672,0,3808945,39476,473632
"sgemm_32x32x32_NN_vec",20,130181,153,16912,0,100,0,1878952,0,657949056,0,1494808000000,786230000000,85.427,22.502,1678249,0,454579000000,9692000000,39434,532129000000,9692000000,23.378,72483,1246379,157.926,333831552,0,30010880,799632,1520288
"sgemm_32x32x32_TN_vec",10,190075,153,16912,0,100,0,1892928,0,647256064,0,855399000000,428399000000,85.521,7.24,2020985,0,313685000000,167000000,1000,366794000000,167000000,7.279,38905,1272130,166.412,323753984,0,22966272,636160,1270242
