Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Global Memory Store Efficiency(%),HP Instructions(Half),Unified Cache Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Single Precision),Floating Point Operations(Half Precision),Shared Memory Load Throughput(bytes/sec),Shared Memory Store Throughput(bytes/sec),Global Memory Load Efficiency(%),Global Hit Rate in unified l1/tex(%),L2 Transactions (Texture Reads),Local Hit Rate(%),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),L2 Transactions (Texture Writes),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Unified Cache Hit Rate(%),Device Memory Write Transactions,Device Memory Read Transactions,Shared Memory Efficiency(%),FP Instructions(Single),FP Instructions(Double),Integer Instructions,Shared Store Transactions,Shared Load Transactions
"void kernelPointwiseApply2<Tensor_sqrt_Float_Op, float, float, unsigned int, int=1, int=1>(OffsetInfo<float, unsigned int, int=1>, OffsetInfo<float, unsigned int, int=1>, unsigned int, Tensor_sqrt_Float_Op)",12,2057,10,0,0,100,0,702,0,39330,0,0,0,100,50,702,0,10925000000,10925000000,702,10925000000,10925000000,50,124,730,0,33712,0,125029,0,0
"void kernelPointwiseApply3<TensorAddCMulOp<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<TensorAddCMulOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",12,2095,12,0,0,100,0,2108,0,16856,0,0,0,100,50,2107,0,32180000000,10726000000,702,32180000000,10726000000,50,289,1429,0,11237,0,147504,0,0
"void kernelPointwiseApply3<TensorAddCDivOp<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<TensorAddCDivOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",12,2446,14,0,0,100,0,2108,0,95517,0,0,0,100,50,2107,0,27560000000,9186000000,702,27560000000,9186000000,50,477,2139,0,61805,0,147504,0,0
"void kernelPointwiseApply2<TensorPutAccumulateOp<float, int, int=-2>, float, long, unsigned int, int=1, int=1>(OffsetInfo<int, TensorPutAccumulateOp<float, int, int=-2>, float>, OffsetInfo<int=-2, TensorPutAccumulateOp<float, int, int=-2>, long>, TensorPutAccumulateOp<float, int, int=-2>, float)",2,2632,32,0,0,97.826,0,184,0,180,0,0,0,93.979,38.978,191,0,2181000000,273000000,23,2321000000,279000000,40.223,42,129,0,180,0,9600,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIlEEvRNS_14TensorIteratorEN3c106ScalarEEUlllE_EEvS5_RKT_EUliE0_EEviT1_",2,2784,20,0,0,100,0,92,0,0,0,0,0,82,59.016,25,0,234000000,516000000,45,286000000,516000000,33.962,70,153,0,0,0,12340,0,0
"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17div_constant_implIfEEvRNS_14TensorIteratorET_EUlfE_EEvS5_RKS6_EUliE_EEviT1_",4,2791,8,0,0,99.998,0,7394,0,59151,0,0,0,99.998,50,7394,0,84773000000,84773000000,7394,84774000000,84774000000,50,2516,7417,0,59151,0,828596,0,0
"void kernelTransformReduceInnermostDimIndex<float, long, MaxValuePair<float, long>>(float*, long*, float*, unsigned int, unsigned int, thrust::pair<float, long>, float)",4,2806,18,6528,0,37.5,0,280,0,0,0,153243000000,102892000000,50,40,210,0,1196000000,1196000000,280,2394000000,3191000000,46.154,191,172,29.27,10080,0,121408,2256,3360
"void at::native::_GLOBAL__N__53_tmpxft_00001abf_00000000_9_SoftMax_compute_70_cpp1_ii_a3310042::cunn_SoftMaxBackward<int=2, float, float, float, at::native::_GLOBAL__N__53_tmpxft_00001abf_00000000_9_SoftMax_compute_70_cpp1_ii_a3310042::LogSoftMaxBackwardEpilogue>(float*, float*, float, int)",2,3032,23,0,128,30,0,180,0,3960,0,45593000000,7598000000,30,0,225,0,711000000,236000000,75,2373000000,791000000,0,40,216,14.732,8520,0,121320,180,1080
"void cunn_ClassNLLCriterion_updateGradInput_kernel<float>(float*, float*, long*, float*, float*, int, int, int, int, long)",2,3376,32,0,0,25,0,20,0,340,0,0,0,43.75,33.333,18,0,73000000,70000000,30,170000000,283000000,15.789,36,119,0,280,0,1280,0,0
"void kernelReduceAll<long, unsigned int, long, thrust::identity<long>, ReduceMin<long>, int=1>(TensorInfo<long, unsigned int>, unsigned int, long, long, thrust::identity<long>, long*)",2,3408,17,0,8192,25,0,16,0,0,0,3492000000,2478000000,100,0,15,0,140000000,2000000,1,140000000,9000000,0,28,86,81.722,1024,0,28405,66,93
"void kernelReduceAll<long, unsigned int, long, thrust::identity<long>, ReduceMax<long>, int=1>(TensorInfo<long, unsigned int>, unsigned int, long, long, thrust::identity<long>, long*)",2,3413,17,0,8192,25,0,16,0,0,0,3487000000,2474000000,100,0,15,0,140000000,2000000,1,140000000,9000000,0,42,72,81.722,1024,0,28405,66,93
"void cunn_ClassNLLCriterion_updateOutput_kernel<float, float>(float*, float*, float*, long*, float*, int, int, int, int, long)",2,3632,32,256,0,12.5,0,17,0,259,0,1268000000,211000000,37.812,13.043,40,0,133000000,5000000,5,352000000,44000000,11.765,30,125,27.381,195,0,1337,6,36
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__copy_if::CopyIfAgent<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<unsigned char>, thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default>>, NonZeroOp<unsigned char>, int, int*>, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<unsigned char>, thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_def",14,3659,72,0,4112,46.722,0,3088,0,0,0,136749000000,80385000000,30.425,63.773,1270,0,8356000000,574000000,124,27593000000,1087000000,61.778,130,872,63.588,0,0,440835,2298,3909
"void at::native::_GLOBAL__N__53_tmpxft_00001abf_00000000_9_SoftMax_compute_70_cpp1_ii_a3310042::cunn_SoftMaxForward<int=2, float, float, float, at::native::_GLOBAL__N__53_tmpxft_00001abf_00000000_9_SoftMax_compute_70_cpp1_ii_a3310042::LogSoftMaxForwardEpilogue>(float*, float*, int)",2,3662,25,0,128,30,0,180,0,51960,0,75499000000,12582000000,30,0,225,0,589000000,195000000,75,1965000000,654000000,0,56,141,14.732,39660,0,93660,360,2160
"void THCudaTensor_scatterKernel<unsigned int, float, int=-1>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, unsigned int)",328,3675,32,0,0,14.464,0,723,0,0,0,0,0,100,25,721,0,6279000000,2092000000,979,6279000000,8525000000,9.469,955,843,0,15388,0,529356,0,0
"_ZN2at6native13reduce_kernelILi512ENS0_8ReduceOpIlZNS0_15sum_kernel_implIllEEvRNS_14TensorIteratorEEUlllE_EEEEvT0_",4,3940,32,0,0,25,0,84,0,0,0,0,0,100,0,80,50,568000000,1000000,11,568000000,7000000,20.921,90,257,0,0,0,33590,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default>>, thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default>>, thrust::cuda_cub::__transform::no_stencil_tag, idx_functor, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thru",14,4103,32,0,0,99.985,0,4932,0,0,0,0,0,99.985,0,4930,0,38436000000,38436000000,4930,38442000000,38442000000,0,991,5089,0,39434,0,3348413,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_index_kernelIZNS0_17index_kernel_implINS0_10OpaqueTypeILi8EEEEEvRNS_14TensorIteratorEN3c108ArrayRefIlEESA_EUlPcSB_lE_EEvS7_SA_SA_RKT_EUliE_EEviT1_",6,4133,38,0,0,50,0,105,0,0,0,0,0,66.667,0,155,0,799000000,399000000,103,1199000000,799000000,0,171,242,0,0,0,13414,0,0
"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_16gpu_unary_kernelIZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS6_RKT_EUlfE0_EEvS6_SA_EUliE_EEviT1_",28,4210,8,0,0,100,0,16083,0,128665,0,0,0,100,50,16083,0,122234000000,122234000000,16083,122234000000,122234000000,50,14742,16108,0,128665,0,1802029,0,0
"void kernelPointwiseApply1<TensorFillOp<float>, float, unsigned int, int=1>(OffsetInfo<TensorFillOp<float>, float, unsigned int>, float, float)",18,4879,8,0,0,90.278,0,0,0,0,0,0,0,0,0,0,0,0,373547000000,56960,0,373548000000,44.444,47819,27,0,0,0,6381131,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_index_kernelIZNS0_17index_kernel_implINS0_10OpaqueTypeILi4EEEEEvRNS_14TensorIteratorEN3c108ArrayRefIlEESA_EUlPcSB_lE_EEvS7_SA_SA_RKT_EUliE_EEviT1_",6,5077,40,0,0,98.462,0,234,0,0,0,0,0,88.483,47.342,158,0,834000000,488000000,78,995000000,491000000,48.004,112,309,0,0,0,51790,0,0
"void kernelTransformReduceOuterDimIndex<float, long, MaxValuePair<float, long>>(float*, long*, float*, unsigned int, unsigned int, unsigned int, thrust::pair<float, long>, float)",656,6292,24,0,0,100,0,2643,0,0,0,0,0,100,50,1321,0,6720000000,3667000000,721,6720000000,3667000000,48.076,921,1377,0,21144,0,102349,0,0
"void indexSelectLargeIndex<float, unsigned int, int=2, int=2, int=-2, bool=1>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, int, unsigned int, unsigned int, long)",712,8195,32,0,0,100,0,39407,0,0,0,0,0,88.2,57.75,33210,0,78682000000,76935000000,19703,129675000000,76935000000,54.566,19447,14753,0,472882,0,17101539,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_unary_kernelIZNS0_17div_constant_implIfEEvRNS_14TensorIteratorET_EUlfE_EEvS5_RKS6_EUliE0_EEviT1_",2,8531,12,0,0,100,0,59152,0,473208,0,0,0,45,68.75,24646,0,41600000000,221876000000,59151,92447000000,221876000000,57.5,54185,7401,0,473208,0,27446584,0,0
"void indexAddLargeIndex<float, unsigned int, int=2, int=2, int=-2, bool=1>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, int, unsigned int, unsigned int, long)",356,8990,32,0,0,0,0,39407,0,0,0,0,0,89.772,58.308,24629,0,74834000000,0,0,87664000000,0,74.981,16378,34434,0,472882,0,17101539,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::BlockSortAgent<thrust::device_ptr<long>, thrust::device_ptr<float>, long, ThrustLTOp<long>, thrust::detail::integral_constant<bool, bool=1>, thrust::detail::integral_constant<bool, bool=0>>, bool, thrust::device_ptr<long>, thrust::device_ptr<float>, long, long*, float*, ThrustLTOp<long>>(thrust::device_ptr<long>, float, thrust::device_ptr<float>, long, long, ThrustLTOp<long>, bool)",2,15226,82,0,16912,99.265,0,165,0,0,0,51328000000,47378000000,83.929,45.455,84,0,147000000,141000000,68,175000000,142000000,37.705,84,563,34.416,0,0,298101,5636,6106
"void kernelPointwiseApply2<Tensor_neg_Float_Op, float, float, unsigned int, int=1, int=1>(OffsetInfo<float, unsigned int, int=1>, OffsetInfo<float, unsigned int, int=1>, unsigned int, Tensor_neg_Float_Op)",8,17395,8,0,0,100,0,108406,0,867246,0,0,0,100,50,108405,0,199421000000,199421000000,108405,199421000000,199421000000,50,102489,108425,0,867246,0,17346272,0,0
"void kernelPointwiseApply2<LeakyReLUUpdateOutput<float>, float, float, unsigned int, int=1, int=1>(OffsetInfo<LeakyReLUUpdateOutput<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, float, float)",8,17455,8,0,0,100,0,108368,0,450361,0,0,0,100,50,108368,0,198662000000,198662000000,108368,198662000000,198662000000,50,102721,108403,0,1317305,0,17340416,0,0
"void kernelPointwiseApply2<Tensor_exp_Float_Op, float, float, unsigned int, int=1, int=1>(OffsetInfo<float, unsigned int, int=1>, OffsetInfo<float, unsigned int, int=1>, unsigned int, Tensor_exp_Float_Op)",8,17747,11,0,0,100,0,108368,0,6935552,0,0,0,100,50,108368,0,195390000000,195390000000,108368,195390000000,195390000000,50,102997,108413,0,11270272,0,17340416,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_17gpu_binary_kernelIZNS0_15div_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS5_RKT_EUliE0_EEviT1_",16,21776,15,0,0,100,0,216888,0,5829273,0,0,0,90.139,56.667,142948,0,189230000000,159352000000,108443,210054000000,159352000000,54.063,104583,128294,0,6759761,0,47299569,0,0
"_ZN2at4cuda77_GLOBAL__N__53_tmpxft_000017d7_00000000_9_Dropout_compute_70_cpp1_ii_275f3a0521kernelPointwiseApply3IZNS_6native77_GLOBAL__N__53_tmpxft_000017d7_00000000_9_Dropout_compute_70_cpp1_ii_275f3a0519masked_scale_kernelIffEEvRNS_6TensorES6_S6_T0_EUlRfRKfhE_ffhjLi1ELi1ELi1ELi1EEEvNS0_6detail10TensorInfoIS8_T3_EENSE_IT1_SF_EENSE_IT2_SF_EESF_T_",6,22998,11,0,0,100,0,249648,0,1997184,0,0,0,100,58.333,156030,0,217100000000,173680000000,124824,217100000000,173680000000,55,119408,156054,0,1997184,0,27961856,0,0
"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_",388,23297,8,0,0,100,0,196758,0,1574066,0,0,0,100,50,196758,0,270250000000,135124000000,98379,270250000000,135124000000,50,95105,196788,0,787033,0,15741429,0,0
"void kernelPointwiseApply2<ELUupdateOutput_functor<float>, float, float, unsigned int, int=1, int=1>(OffsetInfo<ELUupdateOutput_functor<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, float, float)",4,25246,8,0,0,100,0,157736,0,7984318,0,0,0,100,50,157736,0,199932000000,199932000000,157736,199932000000,199932000000,50,151782,157799,0,11935178,0,25238528,0,0
"void kernelPointwiseApply3<LeakyReLUUpdateGradInput<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<LeakyReLUUpdateGradInput<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",4,25447,10,0,0,100,0,216736,0,449687,0,0,0,100,50,216736,0,272543000000,136271000000,108368,272543000000,136271000000,50,104744,216756,0,1316631,0,22542080,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE0_EEviT1_",4,29460,15,0,0,100,0,216888,0,1735096,0,0,0,76.667,46.154,268644,0,235584000000,117791000000,108443,291803000000,117791000000,47.059,110578,217508,0,867548,0,59861232,0,0
"sgemm_32x32x32_NN_vec",2,31105,153,16912,0,100,0,276208,0,102826752,0,2701509000000,1706216000000,100,36.706,149898,0,243577000000,162274000000,157736,243577000000,162274000000,44.28,152065,59471,129.036,61127424,0,21007616,414624,656488
"void kernelPointwiseApply3<ELUupdateGradInput_functor<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<ELUupdateGradInput_functor<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",2,36084,14,0,0,100,0,315472,0,4296836,0,0,0,100,50,315472,0,279766000000,139882000000,157736,279766000000,139882000000,50,155982,315510,0,5558724,0,32809856,0,0
"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS5_RKT_EUliE_EEviT1_",16,46805,8,0,0,100,0,416277,0,1665105,0,0,0,100,50,416276,0,284597000000,142298000000,208138,284597000000,142298000000,50,204971,411371,0,1665105,0,33302706,0,0
"void CatArrayBatchedCopy<float, unsigned int, int=3>(float*, CatArrInputTensor<float, unsigned int>*, OutputTensorSizeStride<unsigned int, unsigned int=4>, int, unsigned int)",8,48456,20,0,0,100,0,392674,0,0,0,0,0,29.679,72.416,105737,0,20723000000,13020000000,19717,69826000000,13020000000,70.325,19291,19814,0,231408,0,46947418,0,0
"void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*)",2,62479,39,4228,0,49.806,0,322925,0,80928768,0,1940632000000,161746000000,49.727,49.019,287083,0,143514000000,1968000000,7720,288603000000,3953000000,48.295,43230,217207,130.755,40505344,0,7789591,78952,947264
"void THCudaTensor_gatherKernel<unsigned int, float, int=2>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, unsigned int)",8,68265,32,0,0,100,0,1056588,0,0,0,0,0,93.75,58.338,440224,0,182547000000,165095000000,352196,206358000000,165095000000,55.002,348272,192314,0,5635136,0,293353069,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS5_RKT_EUliE0_EEviT1_",36,71093,15,0,0,100,0,866944,0,3467776,0,0,0,87.963,57.778,555386,0,217467000000,195110000000,433472,249985000000,195110000000,54.688,429644,478773,0,3467776,0,169921280,0,0
"void at::native::_GLOBAL__N__53_tmpxft_000017d7_00000000_9_Dropout_compute_70_cpp1_ii_275f3a05::fused_dropout_kernel<float, float, unsigned int, int=1>(at::cuda::detail::TensorInfo<float, unsigned int>, unsigned int, at::cuda::detail<unsigned char, float>, float, float, std::pair<unsigned long, unsigned long>)",8,73942,32,0,0,100,0,401696,0,10279169,0,0,0,100,50,401696,0,173841000000,217302000000,502120,173841000000,217302000000,55,498401,401877,0,10113538,0,235264273,0,0
"void THCudaTensor_scatterAddKernel<unsigned int, float, int=2>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, unsigned int)",16,82308,32,0,0,0,0,1056588,0,0,0,0,0,93.75,58.333,440245,0,151409000000,0,0,171159000000,0,75,182928,540055,0,5635136,0,293353069,0,0
"sgemm_32x32x32_NT_vec",8,89955,153,16912,0,100,0,2663672,0,703873600,0,2445974000000,1313411000000,89.809,25.265,2520824,0,926474000000,38576000000,108443,1151081000000,38576000000,29.175,129165,699048,147.413,359222336,0,34157120,923032,1718969
"maxwell_sgemm_128x128_nn",8,121335,116,16640,0,65,0,80732,0,345374720,0,1674375000000,1433683000000,12.875,1.892,156828,0,5424000000,28599000000,177453,42130000000,46799000000,17.335,108638,19994,110.774,183162880,0,126579200,1359040,1587200
"maxwell_sgemm_128x128_tn",16,121655,116,16896,0,82.031,0,120168,0,345374720,0,1669969000000,1429910000000,40,25.325,178104,0,28748000000,5185000000,24036,67951000000,6321000000,29.814,44250,108849,110.774,183162880,0,123047680,1359040,1587200
"sgemm_32x32x32_TN_vec",2,213912,153,16912,0,88.652,0,5047808,0,1294512128,0,1520124000000,761324000000,88.772,5.614,5303858,0,746233000000,597000000,4512,840614000000,674000000,5.668,43187,1392054,166.413,647507968,0,45932544,1272320,2540420
"_ZN2at6native13reduce_kernelILi512ENS0_8ReduceOpIfZNS0_15sum_kernel_implIffEEvRNS_14TensorIteratorEEUlffE_EEEEvT0_",12,336470,27,0,0,41.666,0,532057,0,56686342,0,0,0,52.914,24.228,452853,0,24207000000,4294000000,344024,43068000000,32717000000,19.152,67789,254673,0,56686342,0,810081697,0,0
"maxwell_sgemm_128x128_nt",8,1511298,116,16384,0,65,0,394340,0,5169610752,0,855658000000,107591000000,29.861,16.667,335189,0,2713000000,0,9,8766000000,0,16.667,39354,128527,188.758,2584872960,0,46179328,1270336,10102784
