Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Global Memory Store Efficiency(%),HP Instructions(Half),Unified Cache Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Single Precision),Floating Point Operations(Half Precision),Shared Memory Load Throughput(bytes/sec),Shared Memory Store Throughput(bytes/sec),Global Memory Load Efficiency(%),Global Hit Rate in unified l1/tex(%),L2 Transactions (Texture Reads),Local Hit Rate(%),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),L2 Transactions (Texture Writes),Global Load Throughput(bytes/sec),Global Store Throughput(bytes/sec),Unified Cache Hit Rate(%),Device Memory Write Transactions,Device Memory Read Transactions,Shared Memory Efficiency(%),FP Instructions(Single),FP Instructions(Double),Integer Instructions,Shared Store Transactions,Shared Load Transactions
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_16gpu_index_kernelIZNS0_17index_kernel_implINS0_10OpaqueTypeILi4EEEEEvRNS_14TensorIteratorEN3c108ArrayRefIlEESA_EUlPcSB_lE_EEvS7_SA_SA_RKT_EUliE_EEviT1_",5,7014,40,0,0,100,0,1128,0,0,0,0,0,82.01,50.032,781,0,2921000000,1710000000,375,3562000000,1710000000,50.022,289,895,0,0,0,249144,0,0
"_ZN2at6native13reduce_kernelILi512ENS0_8ReduceOpIlZNS0_15sum_kernel_implIllEEvRNS_14TensorIteratorEEUlllE_EEEEvT0_",5,7116,32,0,0,25,0,296,0,0,0,0,0,100,0,282,50,1123000000,0,33,1123000000,3000000,16.887,83,396,0,0,0,39370,0,0
"void indexSelectLargeIndex<float, unsigned int, int=2, int=2, int=-2, bool=1>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, int, unsigned int, unsigned int, long)",890,8585,32,0,0,100,0,39407,0,0,0,0,0,88.2,57.75,33210,0,75110000000,73441000000,19703,123786000000,73441000000,54.566,19408,14764,0,472882,0,17101539,0,0
"_ZN2at6native13reduce_kernelILi512ENS0_8ReduceOpIfZNS0_15sum_kernel_implIffEEvRNS_14TensorIteratorEEUlffE_EEEEvT0_",5,12142,27,0,0,99.998,0,59152,0,473208,0,0,0,28.743,22.685,205794,0,155882000000,19484000000,7394,542338000000,19485000000,24.123,25062,59229,0,473208,0,7884676,0,0
"void kernelPointwiseApply2<LeakyReLUUpdateOutput<float>, float, float, unsigned int, int=1, int=1>(OffsetInfo<LeakyReLUUpdateOutput<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, float, float)",10,17427,8,0,0,100,0,108368,0,474058,0,0,0,100,50,108368,0,198984000000,198984000000,108368,198984000000,198984000000,50,101289,108395,0,1341002,0,17340416,0,0
"void kernelPointwiseApply2<Tensor_exp_Float_Op, float, float, unsigned int, int=1, int=1>(OffsetInfo<float, unsigned int, int=1>, OffsetInfo<float, unsigned int, int=1>, unsigned int, Tensor_exp_Float_Op)",10,17787,11,0,0,100,0,108368,0,6935552,0,0,0,100,50,108368,0,194951000000,194951000000,108368,194951000000,194951000000,50,101058,108404,0,11270272,0,17340416,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_17gpu_binary_kernelIZNS0_15div_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS5_RKT_EUliE0_EEviT1_",10,21450,15,0,0,100,0,216888,0,13013220,0,0,0,90.139,56.667,142948,0,192105000000,161773000000,108443,213246000000,161773000000,54.063,103234,128331,0,8675480,0,42510272,0,0
"_ZN2at6native18elementwise_kernelILi512ELi1EZNS0_17gpu_binary_kernelIZNS0_15add_kernel_implIfEEvRNS_14TensorIteratorEN3c106ScalarEEUlffE_EEvS5_RKT_EUliE_EEviT1_",20,25387,8,0,0,100,0,216736,0,1733888,0,0,0,100,50,216736,0,273185000000,136592000000,108368,273185000000,136592000000,50,102814,216770,0,866944,0,17339648,0,0
"void kernelPointwiseApply2<ELUupdateOutput_functor<float>, float, float, unsigned int, int=1, int=1>(OffsetInfo<ELUupdateOutput_functor<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, float, float)",5,25451,8,0,0,100,0,157736,0,7521668,0,0,0,100,50,157736,0,198319000000,198319000000,157736,198319000000,198319000000,50,150317,157789,0,11287468,0,25238528,0,0
"void CatArrayBatchedCopy<float, unsigned int, int=3>(float*, CatArrInputTensor<float, unsigned int>*, OutputTensorSizeStride<unsigned int, unsigned int=4>, int, unsigned int)",10,49686,20,0,0,100,0,392674,0,0,0,0,0,29.679,72.416,105737,0,20210000000,12698000000,19717,68098000000,12698000000,70.325,19089,19838,0,231408,0,46947418,0,0
"_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_17gpu_binary_kernelIZNS0_15mul_kernel_implIfEEvRNS_14TensorIteratorEEUlffE_EEvS5_RKT_EUliE0_EEviT1_",30,71251,15,0,0,100,0,866944,0,3467776,0,0,0,87.963,57.778,555386,0,216983000000,194676000000,433472,249429000000,194676000000,54.688,428124,478772,0,3467776,0,169921280,0,0
"void THCudaTensor_scatterAddKernel<unsigned int, float, int=2>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, TensorInfo<long, unsigned int>, int, unsigned int)",20,84265,32,0,0,0,0,1056588,0,0,0,0,0,93.75,58.333,440245,0,147892000000,0,0,167182000000,0,75,181075,539781,0,5635136,0,293353069,0,0
"sgemm_32x32x32_NT_vec",10,94863,153,16912,0,100,0,2663672,0,703873600,0,2319411000000,1245450000000,89.809,25.577,2509508,0,878535000000,36580000000,108443,1091520000000,36580000000,29.401,127507,699341,147.413,359222336,0,34157120,923032,1718969
"maxwell_sgemm_128x128_tn",20,128423,116,16896,0,82.031,0,120168,0,345374720,0,1581970000000,1354562000000,40,25.305,178141,0,27233000000,4912000000,24036,64370000000,5988000000,29.816,42951,108804,110.774,183162880,0,123047680,1359040,1587200
