Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Global Memory Store Efficiency(%),HP Instructions(Half),Unified Cache Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Single Precision),Global Hit Rate in unified l1/tex(%),Local Hit Rate(%),L2 Transactions (Texture Reads),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Global Load Throughput(bytes/sec),L2 Transactions (Texture Writes),Global Store Throughput(bytes/sec),Unified Cache Hit Rate(%),Shared Memory Efficiency(%),FP Instructions(Single),FP Instructions(Double),Integer Instructions,Shared Store Transactions,Shared Load Transactions,Floating Point Operations(Half Precision),Shared Memory Load Throughput(bytes/sec),Shared Memory Store Throughput(bytes/sec),Global Memory Load Efficiency(%),Device Memory Write Transactions,Device Memory Read Transactions,L2 Cache Hit Rate(%),Total number of global load requests from Multiprocessor,Total number of local load requests from Multiprocessor,Total number of local store requests from Multiprocessor
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::BlockSortAgent<thrust::device_ptr<long>, thrust::device_ptr<float>, long, ThrustLTOp<long>, thrust::detail::integral_constant<bool, bool=1>, thrust::detail::integral_constant<bool, bool=0>>, bool, thrust::device_ptr<long>, thrust::device_ptr<float>, long, long*, float*, ThrustLTOp<long>>(thrust::device_ptr<long>, float, thrust::device_ptr<float>, long, long, ThrustLTOp<long>, bool)",1,210370,82,0,16912,100,0,186640,0,0,0,0,180968,27416000000,27379000000,27667000000,179088,27379000000,25.775,20.217,0,0,87011030,1318358,4325666,0,2645325000000,806231000000,99.092,174076,190667,49.612,126912,0,0
"void kernelPointwiseApply3<TensorMulOp<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<TensorMulOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",1,214850,11,0,0,100,0,931860,0,3727440,0,0,931860,137272000000,68636000000,137272000000,465930,68636000000,50,0,3727440,0,96915168,0,0,0,0,0,100,456844,934055,0,931860,0,0
"void kernelPointwiseApply3<ThresholdUpdateGradInput<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<ThresholdUpdateGradInput<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",1,220162,10,0,0,100,0,929980,0,0,0,0,931166,105224000000,67279000000,134458000000,465930,67279000000,47.98,0,3727440,0,87163986,0,0,0,0,0,78.258,463867,954553,0,929980,0,0
"sgemm_32x32x32_NT",1,389635,153,16912,0,100,0,2096772,0,1083878784,84.529,0,1324592,146092000000,38006000000,698393000000,465930,38006000000,82.428,74.663,599255424,0,146318976,2912400,4659840,0,1520428000000,950267000000,20.918,475643,1204658,20.275,2096772,0,0
"void sgemm_largek_lds64<bool=0, bool=1, int=5, int=5, int=4, int=4, int=4, int=32>(float*, float const *, float const *, int, int, int, int, int, int, float const *, float const *, float, float, int, int, int*, int*)",1,476068,39,4228,0,28.46,0,3848462,0,955670528,59.094,0,2677968,141581000000,1235000000,172146000000,65892,4342000000,57.969,42.294,478302208,0,90407216,932360,11186496,0,2948779000000,245771000000,82.245,27342,1886145,33.265,3851721,0,0
"void convert_CooToCsr_kernel<int=0>(int const *, int, int, int*)",2,505844,12,0,512,13.917,0,2953931,0,0,0,0,3600101,186957000000,1842000000,227855000000,209253,13243000000,47.402,99.479,38912,0,428451433,738482,1476964,0,373915000000,186957000000,82.051,55458,2958078,22.745,2953931,0,0
"void kernelPointwiseApply2<CopyOp<float, float>, float, float, unsigned int, int=1, int=2>(OffsetInfo<float, float, float>, OffsetInfo<CopyOp<float, float>, float, unsigned int>, float, float)",4,716670,8,0,0,100,0,829938,0,0,28.483,0,4443607,36901000000,36901000000,277518000000,829938,36901000000,37.16,0,0,0,219105060,0,0,0,0,0,14.931,839407,3759255,21.748,829938,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<long>, thrust::cuda_cub::__transform::no_stencil_tag, thrust::identity<long>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::use_default, thrust::use_default)",4,886351,10,0,0,100,0,0,0,0,0,0,0,0,210592000000,0,5861701,210592000000,0,0,0,0,199299641,0,0,0,0,0,0,5852579,41209,0,0,0,0
"void at::native::_GLOBAL__N__54_tmpxft_0000343e_00000000_10_SoftMax_compute_70_cpp1_ii_826a4626::cunn_SoftMaxBackward<int=2, float, float, at::native::_GLOBAL__N__54_tmpxft_0000343e_00000000_10_SoftMax_compute_70_cpp1_ii_826a4626::LogSoftMaxBackwardEpilogue>(float*, float, float, int)",1,892616,23,0,128,74.545,0,4193370,0,112757262,0,0,4804902,130420000000,43473000000,174954000000,1601634,58318000000,46.602,10.119,165873282,0,648108630,698895,4193370,0,610751000000,101791000000,74.545,1200831,2422244,49.8,4193370,0,0
"void kernelPointwiseApply1<TensorFillOp<long>, long, unsigned int, int=1>(OffsetInfo<TensorFillOp<long>, long, unsigned int>, long, long)",2,898648,10,0,0,100,0,0,0,0,0,0,0,0,208519000000,0,5861701,208519000000,0,0,0,0,328256190,0,0,0,0,0,0,5854801,68321,0,0,0,0
"void kernelPointwiseApply2<CopyOp<int, long>, int, long, unsigned int, int=1, int=1>(OffsetInfo<long, int, long>, OffsetInfo<CopyOp<int, long>, int, unsigned int>, int, int)",4,1364884,8,0,0,100,0,2930851,0,0,2.604,0,6056327,68521000000,68521000000,145643000000,2930851,68521000000,36.393,0,0,0,468937008,0,0,0,0,0,47.222,2925914,5946515,2.12,2930851,0,0
"void kernelPointwiseApply1<TensorDivConstantOp<long>, long, unsigned int, int=1>(OffsetInfo<TensorDivConstantOp<long>, long, unsigned int>, long, long)",4,1893760,24,0,0,100,0,5861702,0,0,0,0,5861701,99244000000,99244000000,99244000000,5861701,99244000000,0,0,23446803,0,2527759996,0,0,0,0,0,100,5856404,5943385,50,2930851,0,0
"void kernelPointwiseApply2<TensorAddOp<long>, long, long, unsigned int, int=1, int=1>(OffsetInfo<TensorAddOp<long>, long, unsigned int>, OffsetInfo<long, long, int=1>, long, long)",2,2715240,11,0,0,100,0,11723404,0,0,0,0,12456115,137580000000,68790000000,146179000000,5861701,68790000000,21.875,0,0,0,515830614,0,0,0,0,0,94.118,5852628,11805598,35.914,5861702,0,0
"void kernelPointwiseApply2<TensorCAddOp<long>, long, long, unsigned int, int=1, int=1>(OffsetInfo<TensorCAddOp<long>, long, unsigned int>, OffsetInfo<long, long, int=1>, long, long)",6,2737640,20,0,0,96.296,0,11723404,0,0,0,0,11967639,137382000000,68691000000,140250000000,6105938,71558000000,11.667,0,0,0,867532659,0,0,0,0,0,98.039,5857342,11832293,34.953,5861702,0,0
"sgemm_32x32x32_TN",1,3482014,153,16912,0,100,0,26558124,0,9066522752,74.033,0,29703024,249121000000,11000000,1080074000000,1204,11000000,75.897,66.673,4533410944,0,283605248,8858864,17714688,0,669075000000,334595000000,23.065,28060,20812624,30.611,26558124,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::MergeAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, long, ThrustLTOp<long>, thrust::detail::integral_constant<bool, bool=1>>, bool, thrust::device_ptr<long>, thrust::device_ptr<long>, long, long*, long*, ThrustLTOp<long>, long*, long>(thrust::device_ptr<long>, thrust::device_ptr<long>, long, long, ThrustLTOp<long>, bool, bool=1, thrust::detail::integral_constant<bool, bool=1>, thrust::cuda_cub::__merge_sort::MergeAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, long, ThrustLTOp<long>, thrust::detail::integral_constant<bool, bool=1>>)",28,3725694,72,0,16912,100,0,13196804,0,0,0,0,11906586,100676000000,100285000000,101852000000,11723402,100285000000,2.273,33.263,0,0,1005540047,8792834,26469417,0,905710000000,300866000000,98.846,11716680,11982602,0.767,6596525,0,2220
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__unique_by_key::UniqueByKeyAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::equal_to<long>, int, int*>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::equal_to<long>, int*, int, thrust::cuda_cub::cub::ScanTileState<int, bool=1>, unsigned long>(thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, long, thrust::equal_to<long>, int, int*, thrust::cuda_cub::__unique_by_key::UniqueByKeyAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust",2,3761057,64,0,2576,99.074,0,14690804,0,0,10.754,0,13776583,106632000000,99695000000,108094000000,11869948,100627000000,6.075,92.548,0,0,794191936,6594478,6740994,0,228587000000,223619000000,98.647,11734562,12031621,9.358,7349816,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::BlockSortAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, long, ThrustLTOp<long>, thrust::detail::integral_constant<bool, bool=1>, thrust::detail::integral_constant<bool, bool=0>>, bool, thrust::device_ptr<long>, thrust::device_ptr<long>, long, long*, long*, ThrustLTOp<long>>(thrust::device_ptr<long>, thrust::device_ptr<long>, long, long, ThrustLTOp<long>, bool, bool=1)",2,11255043,92,0,16912,100,0,12456204,0,0,0,0,11815002,33582000000,33516000000,33778000000,11723402,33516000000,1.154,19.356,0,0,4131494711,102605940,261960212,0,2995809000000,1173414000000,99.419,11718832,12449394,6.387,6228102,0,0
"void csrMmt_hyb_core<float, int=4, int=4>(float, float, float const *, float const *, float const *, int const *, int const *, float const *, float*, int, int, int, int, int, int, bool)",1,12614383,32,3464,0,55.196,0,53124017,0,769168720,0.16,0,55065379,133786000000,1180000000,139785000000,844138,2139000000,48.75,10.101,394019872,0,3334726253,2808860,34084358,0,345548000000,28476000000,95.709,666361,47930983,14.812,53124017,0,0
"void csrMmt_hyb_core<float, int=5, int=3>(float, float, float const *, float const *, float const *, int const *, int const *, float const *, float*, int, int, int, int, int, int, bool)",1,18414786,32,3496,0,36.363,0,100031594,0,1534360992,0.095,0,121620398,173270000000,1619000000,211604000000,2562636,4454000000,48.157,8.122,784063296,0,5931320890,2390818,49542154,0,344464000000,16623000000,81.884,1680420,113331202,8.748,100031594,0,0
"void csrMmt_hyb_core<float, int=3, int=5>(float, float, float const *, float const *, float const *, int const *, int const *, float const *, float*, int, int, int, int, int, int, bool)",1,28487644,32,3496,0,52.801,0,77750922,0,768237799,0.13,0,87407263,42701000000,293000000,97937000000,313053,555000000,38.798,14.071,393088951,0,4274879373,6884572,42220677,0,188981000000,30815000000,43.601,338157,76798833,14.313,77864418,0,0
"void at::native::apply::coalesceValuesKernel<float, float>(long*, at::native::apply::coalesceValuesKernel<float, float>, float*, float, long, long, long)",2,28825326,32,0,0,12.469,0,304808435,0,23446803,0,0,93787211,13536000000,3383000000,108291000000,23446803,27139000000,64.286,0,23446803,0,51770541152,0,0,0,0,0,12.5,2947722,16390563,86.893,304808435,0,0
"void kernelTransformReduceInnermostDimIndex<long, long, MaxValuePair<long, long>>(long*, long*, long*, unsigned int, unsigned int, thrust::pair<long, long>, long)",2,399942042,16,8704,0,0.02,0,11731128,0,0,25.001,49.057,13198407,946000000,0,1064000000,9657,0,25.042,68.636,0,0,468946048,80,30,0,0,0,88.889,135752,36440527,11.196,5865566,3456,4864
