Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Global Memory Store Efficiency(%),HP Instructions(Half),Unified Cache Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Single Precision),Global Hit Rate in unified l1/tex(%),Local Hit Rate(%),L2 Transactions (Texture Reads),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Global Load Throughput(bytes/sec),L2 Transactions (Texture Writes),Global Store Throughput(bytes/sec),Unified Cache Hit Rate(%),Shared Memory Efficiency(%),FP Instructions(Single),FP Instructions(Double),Integer Instructions,Shared Store Transactions,Shared Load Transactions,Floating Point Operations(Half Precision),Shared Memory Load Throughput(bytes/sec),Shared Memory Store Throughput(bytes/sec),Global Memory Load Efficiency(%),Device Memory Write Transactions,Device Memory Read Transactions,L2 Cache Hit Rate(%),Total number of global load requests from Multiprocessor,Total number of local load requests from Multiprocessor,Total number of local store requests from Multiprocessor
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::binary_transform_f<thrust::device_ptr<float>, thrust::device_ptr<float>, thrust::device_ptr<float>, thrust::cuda_cub::__transform::no_stencil_tag, mse_updateGradInput_functor<float, float>, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::binary_transform_f<thrust::device_ptr<float>, thrust::device_ptr<float>, thrust::device_ptr<float>, thrust::cuda_cub::__transform::no_stencil_tag, mse_updateGradInput_functor<float, float>, thrust::cuda_cub::__transform::always_true_predicate>, long>(thrust::device_ptr<float>, thrust::device_ptr<float>)",1,1440,11,0,0,100,0,32,0,240,0,0,30,530000000,265000000,530000000,15,265000000,50,0,240,0,5120,0,0,0,0,0,100,8,93,0,32,0,0
"void kernelPointwiseApply3<TensorAddCDivOp<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<TensorAddCDivOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",56,1715,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"void kernelPointwiseApply3<ThresholdUpdateGradInput<float>, float, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<ThresholdUpdateGradInput<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",381,1890,10,0,0,100,0,4896,0,0,0,0,4906,13762000000,9585000000,19101000000,2462,9585000000,47.936,0,19697,0,446048,0,0,0,0,0,70.464,1382,5206,0,4896,0,0
"void kernelReduceNoncontigDim_shared<float, unsigned int, float, thrust::identity<float>, ReduceAdd<float>, thrust::identity<float>, int=1, int=1>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, float, float, thrust::identity<float>, float, float volatile *, int*)",508,2471,23,2064,0,97.038,0,1905,0,16827,0,0,1926,6247000000,55000000,6331000000,16,55000000,47.53,99.783,16827,0,235072,118,105,0,1407000000,1590000000,93.968,87,2318,5.804,1905,0,0
"void kernelReduceNoncontigDim_shared<float, unsigned int, float, thrust::identity<float>, ReduceAdd<float>, thrust::identity<float>, int=1, int=2>(TensorInfo<float, unsigned int>, TensorInfo<float, unsigned int>, unsigned int, unsigned int, unsigned int, float, float, thrust::identity<float>, float, float volatile *, int*)",42,3244,25,2064,0,100,0,598,0,7960,0,0,877,3281000000,142000000,5005000000,25,142000000,39.907,99.827,11544,0,348688,217,217,0,4954000000,4954000000,65.564,84,1068,11.197,598,0,0
"void kernelPointwiseApply2<CopyOp<float, float>, float, float, unsigned int, int=1, int=-1>(OffsetInfo<float, float, float>, OffsetInfo<CopyOp<float, float>, float, unsigned int>, float, float)",1,3264,27,0,0,100,0,576,0,0,78.539,0,94,4612000000,7187000000,5475000000,575,7187000000,70.913,0,9200,0,502659,0,0,0,0,0,84.247,24,34,10.762,576,0,0
"sgemm_32x32x32_TN_vec",298,4435,153,16912,0,99.863,0,23317,0,7704366,1.227,0,22941,52372000000,6952000000,52372000000,3290,6953000000,26.642,72.631,4057113,0,628752,14152,24816,0,217098000000,123392000000,100,1812,5136,44.131,5829,0,0
"void kernelPointwiseApply3<TensorMulOp<float>, float, float, float, unsigned int, int=1, int=-1, int=-1>(OffsetInfo<TensorMulOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=-1>, float, float)",63,4786,31,0,0,99.826,0,864,0,3450,0,0,461,871000000,1486000000,1591000000,432,1489000000,63.263,0,17250,0,696170,0,0,0,0,0,54.782,51,355,44.324,864,0,0
"sgemm_32x32x32_NN_vec",298,5127,153,16912,0,99.863,0,25760,0,7621677,0.529,0,25419,51831000000,4457000000,51831000000,2212,4457000000,10.349,71.928,3979183,0,536899,12888,22434,0,181237000000,104148000000,100,1795,6424,39.405,6440,0,0
"sgemm_32x32x32_NN",189,5134,153,16912,0,82.996,0,6060,0,2535754,74.106,0,6470,14908000000,4158000000,63846000000,1786,4514000000,71.832,73.81,1397315,0,337638,6663,10695,0,108788000000,67710000000,23.302,938,2487,47.564,6060,0,0
"sgemm_32x32x32_TN",210,5193,153,16912,0,82.503,0,6227,0,2361139,74.266,0,6645,13091000000,1157000000,55580000000,653,1517000000,70.4,72.522,1232749,0,172968,3993,6926,0,60852000000,35234000000,23.775,723,3698,52.66,6227,0,0
