Name,Invocations,Avg. Duration(ns),Registers/Thread,Static Shared Memory,Avg. Dynamic Shared Memory,Global Memory Store Efficiency(%),HP Instructions(Half),Unified Cache Transactions,Floating Point Operations(Double Precision),Floating Point Operations(Single Precision),Global Hit Rate in unified l1/tex(%),Local Hit Rate(%),L2 Transactions (Texture Reads),Requested Global Load Throughput(bytes/sec),Requested Global Store Throughput(bytes/sec),Global Load Throughput(bytes/sec),L2 Transactions (Texture Writes),Global Store Throughput(bytes/sec),Unified Cache Hit Rate(%),Shared Memory Efficiency(%),FP Instructions(Single),FP Instructions(Double),Integer Instructions,Shared Store Transactions,Shared Load Transactions,Floating Point Operations(Half Precision),Shared Memory Load Throughput(bytes/sec),Shared Memory Store Throughput(bytes/sec),Global Memory Load Efficiency(%),Device Memory Write Transactions,Device Memory Read Transactions,L2 Cache Hit Rate(%),Total number of global load requests from Multiprocessor,Total number of local load requests from Multiprocessor,Total number of local store requests from Multiprocessor
"void kernelPointwiseApply2<LeakyReLUUpdateOutput<float>, float, float, unsigned int, int=1, int=1>(OffsetInfo<LeakyReLUUpdateOutput<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, float, float)",90,1132,8,0,0,100,0,1658,0,7393,0,0,1658,24935000000,24935000000,24935000000,1658,24935000000,50,0,20657,0,265472,0,0,0,0,0,100,276,1908,0,1658,0,0
"void kernelPointwiseApply3<TensorNEOp<float, unsigned char>, unsigned char, float, float, unsigned int, int=1, int=1, int=1>(OffsetInfo<unsigned char, float, float>, OffsetInfo<TensorNEOp<float, unsigned char>, float, unsigned int>, OffsetInfo<unsigned char, float, int=1>, float, float)",360,1168,10,0,0,99.961,0,4834,0,0,0,0,4834,67493000000,8436000000,67494000000,604,8438000000,54.998,0,19338,0,484611,0,0,0,0,0,99.998,851,2656,52.768,4834,0,0
"void kernelPointwiseApply2<TensorCAddOp<long>, long, long, unsigned int, int=1, int=1>(OffsetInfo<TensorCAddOp<long>, long, unsigned int>, OffsetInfo<long, long, int=1>, long, long)",540,1207,20,0,0,100,0,6632,0,0,0,0,7737,61031000000,30515000000,70732000000,3316,30515000000,0,0,0,0,490960,0,0,0,0,0,88.889,1984,8010,30.556,3316,0,0
"void kernelPointwiseApply1<TensorDivConstantOp<long>, long, unsigned int, int=1>(OffsetInfo<TensorDivConstantOp<long>, long, unsigned int>, long, long)",360,1211,24,0,0,100,0,3316,0,0,0,0,3316,41173000000,41173000000,41173000000,3316,41173000000,0,0,13264,0,517493,0,0,0,0,0,100,950,3569,50,1658,0,0
"void kernelPointwiseApply2<TensorAddOp<long>, long, long, unsigned int, int=1, int=1>(OffsetInfo<TensorAddOp<long>, long, unsigned int>, OffsetInfo<long, long, int=1>, long, long)",180,1385,11,0,0,100,0,6632,0,0,0,0,9948,53195000000,26597000000,79792000000,3316,26597000000,0,0,0,0,292000,0,0,0,0,0,66.667,2548,10295,25,3316,0,0
"void kernelPointwiseApply2<CopyOp<float, float>, float, float, unsigned int, int=1, int=2>(OffsetInfo<float, float, float>, OffsetInfo<CopyOp<float, float>, float, unsigned int>, float, float)",180,1385,8,0,0,99.998,0,2670,0,0,12.051,0,12622,34209000000,34209000000,188738000000,2670,34209000000,34.311,0,0,0,706456,0,0,0,0,0,30.757,667,2948,49.669,2670,0,0
"void kernelPointwiseApply2<TensorRemainderOp<long>, long, long, unsigned int, int=1, int=1>(OffsetInfo<TensorRemainderOp<long>, long, unsigned int>, OffsetInfo<long, long, int=1>, long, long)",180,1406,23,0,0,100,0,3316,0,0,0,0,6632,31011000000,31011000000,62024000000,3316,31011000000,0,0,13264,0,689920,0,0,0,0,0,50,2060,6901,0,1658,0,0
"void kernelPointwiseApply2<Tensor_exp_Float_Op, float, float, unsigned int, int=1, int=1>(OffsetInfo<float, unsigned int, int=1>, OffsetInfo<float, unsigned int, int=1>, unsigned int, Tensor_exp_Float_Op)",90,1437,11,0,0,100,0,1658,0,106112,0,0,1658,24050000000,24050000000,24050000000,1658,24050000000,50,0,172432,0,265472,0,0,0,0,0,100,354,1892,0,1658,0,0
"void kernelPointwiseApply2<ELUupdateOutput_functor<float>, float, float, unsigned int, int=1, int=1>(OffsetInfo<ELUupdateOutput_functor<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, float, float)",90,1536,8,0,0,99.998,0,2670,0,134615,0,0,2670,33888000000,33888000000,33888000000,2670,33888000000,49.999,0,206312,0,428736,0,0,0,0,0,99.998,453,2912,0,2670,0,0
"void kernelPointwiseApply2<CopyOp<long, long>, long, long, unsigned int, int=1, int=2>(OffsetInfo<long, long, long>, OffsetInfo<CopyOp<long, long>, long, unsigned int>, long, long)",180,1877,8,0,0,100,0,6632,0,0,0,0,13264,63214000000,63214000000,126430000000,6632,63214000000,0,0,0,0,875808,0,0,0,0,0,50,3406,6914,33.333,3316,0,0
"void kernelPointwiseApply3<TensorDivOp<float>, float, float, float, unsigned int, int=1, int=1, int=2>(OffsetInfo<TensorDivOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, OffsetInfo<float, float, int=1>, float, float)",90,1987,14,0,0,99.998,0,5340,0,269435,0,0,3366,34244000000,30314000000,38232000000,2670,30315000000,54.906,0,200028,0,868642,0,0,0,0,0,89.572,602,3243,5.941,5340,0,0
"void convert_CooToCsr_kernel<int=0>(int const *, int, int, int*)",180,2057,12,0,256,47.896,0,1688,0,0,0,0,2055,19656000000,3950000000,23978000000,707,8249000000,51.544,98.736,19456,0,954675,422,844,0,39392000000,19696000000,81.977,463,1928,35.48,1688,0,0
"void kernelReduceAllPass2<long, ReduceMin<long>>(int, long, long, long*, long*)",180,2358,17,0,104,25,0,4,0,0,0,0,4,46000000,2000000,57000000,1,13000000,0,11.161,0,0,172,2,12,0,689000000,114000000,81.25,19,298,0,2,0,0
"void kernelReduceAllPass2<unsigned char, LogicalAny>(int, unsigned char, LogicalAny, unsigned char*, unsigned char*)",360,2472,13,0,19,3.125,0,3,0,0,0,0,1,6000000,0,11000000,1,11000000,52.5,1.52,0,0,276,1,18,0,893000000,49000000,60.938,15,309,0,3,0,0
"void kernelReduceAllPass2<long, ReduceMax<long>>(int, long, long, long*, long*)",180,2479,17,0,104,25,0,4,0,0,0,0,4,47000000,2000000,57000000,1,14000000,0,11.161,0,0,172,2,12,0,701000000,116000000,81.25,15,292,0,2,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::PartitionAgent<thrust::device_ptr<long>, long, ThrustLTOp<long>>, bool, thrust::device_ptr<long>, long*, long, unsigned long, long*, ThrustLTOp<long>, long, int>(thrust::device_ptr<long>, long, long, ThrustLTOp<long>, thrust::cuda_cub::__merge_sort::PartitionAgent<thrust::device_ptr<long>, long, ThrustLTOp<long>>, bool, thrust::device_ptr<long>, long*, long)",540,3226,23,0,0,100,0,89,0,0,0,0,90,146000000,12000000,570000000,2,12000000,3.101,0,0,0,2801,0,0,0,0,0,25.656,27,506,23.399,44,0,0
"void kernelReduceAllPass1<long, unsigned int, long, thrust::identity<long>, ReduceMin<long>, int=1>(TensorInfo<long, unsigned int>, unsigned int, long, long, thrust::identity<long>, long*)",180,3272,18,0,8192,25,0,3326,0,0,0,0,6824,22083000000,21000000,45446000000,13,86000000,16.428,81.722,26624,0,920128,858,1209,0,32206000000,22856000000,48.593,1416,7145,2.984,1663,0,0
"void kernelPointwiseApply2<TensorTakeOp<float, int, int=-2>, float, long, unsigned int, int=1, int=1>(OffsetInfo<int, TensorTakeOp<float, int, int=-2>, float>, OffsetInfo<int=-2, TensorTakeOp<float, int, int=-2>, long>, TensorTakeOp<float, int, int=-2>, float)",180,3312,32,0,0,100,0,26159,0,0,0,0,36146,78187000000,46102000000,127250000000,13079,46102000000,34.059,0,0,0,3349937,0,0,0,0,0,61.223,13636,29516,14.08,26159,0,0
"void kernelReduceAllPass1<unsigned char, unsigned int, unsigned char, thrust::identity<unsigned char>, LogicalAny, int=1>(TensorInfo<unsigned char, unsigned int>, unsigned int, unsigned char, unsigned char, thrust::identity<unsigned char>, unsigned char*)",360,3628,14,0,1024,3.125,0,2433,0,0,0,0,1179,4210000000,3000000,8217000000,19,135000000,63.053,17.097,39936,0,1428942,643,1209,0,33675000000,17923000000,51.301,101,1109,49.425,2433,0,0
"void kernelReduceAllPass1<long, unsigned int, long, thrust::identity<long>, ReduceMax<long>, int=1>(TensorInfo<long, unsigned int>, unsigned int, long, long, thrust::identity<long>, long*)",180,3773,18,0,8192,25,0,3326,0,0,0,0,6824,22027000000,21000000,45331000000,13,85000000,16.428,81.722,26624,0,920128,858,1209,0,32124000000,22798000000,48.593,1413,7117,2.984,1663,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__unique_by_key::UniqueByKeyAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::equal_to<long>, int, int*>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::equal_to<long>, int*, int, thrust::cuda_cub::cub::ScanTileState<int, bool=1>, unsigned long>(thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, long, thrust::equal_to<long>, int, int*, thrust::cuda_cub::__unique_by_key::UniqueByKeyAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, thrust::device_ptr<long>, thrust",180,5093,64,0,2576,99.06,0,8076,0,0,9.084,0,7510,37940000000,35830000000,38490000000,6716,36170000000,5.153,92.55,0,0,414534,3778,3842,0,82768000000,81390000000,98.57,3560,7627,53.139,4029,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::MergeAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, long, ThrustLTOp<long>, thrust::detail::integral_constant<bool, bool=1>>, bool, thrust::device_ptr<long>, thrust::device_ptr<long>, long, long*, long*, ThrustLTOp<long>, long*, long>(thrust::device_ptr<long>, thrust::device_ptr<long>, long, long, ThrustLTOp<long>, bool, bool=1, thrust::detail::integral_constant<bool, bool=1>, thrust::cuda_cub::__merge_sort::MergeAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, long, ThrustLTOp<long>, thrust::detail::integral_constant<bool, bool=1>>)",540,5131,72,0,16912,100,0,7528,0,0,0,0,6744,35564000000,35415000000,36013000000,6632,35415000000,2.45,34.213,0,0,615684,5378,15208,0,324848000000,114875000000,98.754,4114,7764,0.822,3764,0,0
"void kernelPointwiseApply3<TensorAddOp<long>, long, long, long, unsigned int, int=1, int=2, int=2>(OffsetInfo<TensorAddOp<long>, long, unsigned int>, OffsetInfo<long, long, int=1>, OffsetInfo<long, long, int=2>, long, long)",180,5160,10,0,0,100,0,52319,0,0,0,0,10132,48891000000,129986000000,50116000000,26159,129986000000,32.582,0,0,0,5651978,0,0,0,0,0,97.52,21103,3784,18.802,26159,0,0
"void CatArrayBatchedCopy<float, unsigned int, int=2>(float*, CatArrInputTensor<float, unsigned int>*, OutputTensorSizeStride<unsigned int, unsigned int=4>, int, unsigned int)",100,8919,16,0,0,89.254,0,57326,0,0,0,0,30452,71148000000,68395000000,81607000000,31011,83700000000,51.4,0,50585,0,8100820,0,0,0,0,0,88.082,24951,26384,35.291,44679,0,0
"void gemv2T_kernel_val<float, float, float, int=128, int=16, int=2, int=4, bool=0>(int, int, float, float const *, int, float const *, int, float, float*, int)",90,11160,31,1536,0,25,0,29844,0,855896,0.618,0,29659,78703000000,4434000000,79824000000,6632,17738000000,50.483,35.312,659884,0,12448632,21554,66320,0,709558000000,230606000000,98.611,9001,27024,26.797,29844,0,0
"void at::native::_GLOBAL__N__54_tmpxft_0000343e_00000000_10_SoftMax_compute_70_cpp1_ii_826a4626::cunn_SoftMaxForward<int=2, float, float, at::native::_GLOBAL__N__54_tmpxft_0000343e_00000000_10_SoftMax_compute_70_cpp1_ii_826a4626::LogSoftMaxForwardEpilogue>(float*, float, int)",10,14393,25,0,128,50,0,16248,0,2464280,0,0,14217,16167000000,5388000000,32336000000,4739,10778000000,33.338,10.119,1974132,0,4497988,16248,97488,0,886950000000,147824000000,50,2363,3281,82.892,16248,0,0
"void at::native::apply::coalesceValuesKernel<float, float>(long*, at::native::apply::coalesceValuesKernel<float, float>, float*, float, long, long, long)",180,14881,32,0,0,12.5,0,172428,0,13264,0,0,53055,11634000000,2908000000,93082000000,13264,23270000000,64.285,0,13264,0,29286912,0,0,0,0,0,12.5,3723,9668,86.874,172428,0,0
"void kernelPointwiseApply1<TensorDivConstantOp<float>, float, unsigned int, int=1>(OffsetInfo<TensorDivConstantOp<float>, float, unsigned int>, float, float)",110,15442,8,0,0,100,0,47423,0,379386,0,0,47423,94469000000,94469000000,94469000000,47423,94469000000,50,0,379386,0,5311805,0,0,0,0,0,100,45534,48018,50,47423,0,0
"void csrMmt_hyb_core<float, int=3, int=5>(float, float, float const *, float const *, float const *, int const *, int const *, float const *, float*, int, int, int, int, int, int, bool)",180,15988,32,3496,0,94.428,0,23997,0,249098,21.702,0,14058,17571000000,2392000000,29114000000,1670,2653000000,59.655,14.912,142986,0,1770916,4004,16593,0,108193000000,26121000000,60.773,2143,6712,61.05,23997,0,0
"void kernelPointwiseApply2<TensorMulOp<float>, float, float, unsigned int, int=1, int=1>(OffsetInfo<TensorMulOp<float>, float, unsigned int>, OffsetInfo<float, float, int=1>, float, float)",110,22309,10,0,0,100,0,94846,0,379386,0,0,94846,132372000000,66186000000,132373000000,47423,66186000000,50,0,379386,0,7588125,0,0,0,0,0,100,45799,96365,33.333,94846,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__merge_sort::BlockSortAgent<thrust::device_ptr<long>, thrust::device_ptr<long>, long, ThrustLTOp<long>, thrust::detail::integral_constant<bool, bool=1>, thrust::detail::integral_constant<bool, bool=0>>, bool, thrust::device_ptr<long>, thrust::device_ptr<long>, long, long*, long*, ThrustLTOp<long>>(thrust::device_ptr<long>, thrust::device_ptr<long>, long, long, ThrustLTOp<long>, bool, bool=1)",180,25815,92,0,16912,100,0,7144,0,0,0,0,6696,7042000000,7025000000,7093000000,6632,7025000000,1.42,19.398,0,0,2503647,62736,153554,0,650692000000,265846000000,99.283,4509,10464,0.48,3572,0,0
"generate_bernoulli(curandStateMtgp32*, int, float*, double)",110,29642,28,0,0,87.365,0,855218,0,758773,0,0,399572,264589000000,100945000000,424406000000,108766,115526000000,61.806,0,379386,379386,22050427,0,0,0,0,0,62.379,65856,5431,74.003,760359,0,0
"sgemm_32x32x32_NN",90,84274,153,16912,0,94.444,0,653589,0,225572622,78.578,0,509940,209138000000,1054000000,920151000000,2933,1181000000,79.863,68.35,113455431,0,8329244,241928,470257,0,726712000000,374131000000,22.902,27398,443505,15.057,653589,0,0
"void kernelTransformReduceInnermostDimIndex<long, long, MaxValuePair<long, long>>(long*, long*, long*, unsigned int, unsigned int, thrust::pair<long, long>, long)",360,124495,16,8704,0,50,0,6632,0,0,0,0,6632,937000000,0,937000000,2,0,0.03,68.636,0,0,275268,80,30,0,16000000,45000000,100,1128,21372,0,3316,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__copy_if::CopyIfAgent<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<float>, thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default>>, NonZeroOp<float>, int, int*>, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::device_ptr<float>, thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_defaul",90,307442,72,0,4112,27.051,0,1183276,0,0,47.462,0,1208170,105702000000,1072000000,106804000000,38732,3967000000,46.681,61.429,14666128,0,151680353,826661,1440653,0,590389000000,338771000000,98.968,37344,943806,25.968,1049967,0,0
"void thrust::cuda_cub::core::_kernel_agent<thrust::cuda_cub::__parallel_for::ParallelForAgent<thrust::cuda_cub::__transform::unary_transform_f<thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default>>, thrust::permutation_iterator<thrust::device_ptr<long>, thrust::transform_iterator<strided_range<thrust::device_ptr<long>>::stride_functor, thrust::counting_iterator<long, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::use_default, thrust::use_default>>, thrust::cuda_cub::__transform::no_stencil_tag, idx_functor, thrust::cuda_cub::__transform::always_true_predicate>, long>, thrust::cuda_cub::__transform::unary_transform_f<thru",180,1172603,32,0,0,50,0,1833316,0,0,0,0,3666632,49945000000,49945000000,99891000000,3666632,99891000000,0,0,14666528,0,689345526,0,0,0,0,0,50,3660230,3742103,41.312,916658,0,0
